A,B,C,D,E,F,G,H,I,J,RESULT
0,0,1,1,7,5000,0,26,1,28,0
0,0,0,1,7,7000,0,8,1,12,0
0,1,0,0,7,5952,0,2,1,77,0
0,0,1,0,7,0,0,5,1,1187,0
0,1,1,1,7,5952,0,22,1,214,0
0,0,1,1,7,5394,0,3,1,7,0
0,1,1,1,7,8000,0,14,1,496,0
0,1,1,0,7,8500,0,7,1,0,0
0,1,0,0,7,0,0,1,1,314,0
0,0,0,1,1,0,1,1,1,43252,0
0,0,1,0,7,0,0,2,1,97,0
0,0,0,1,7,9000,0,4,1,19,0
0,0,0,1,6,6500,0,1,1,32,0
0,0,1,0,7,0,0,6,1,43252,0
0,1,1,1,7,0,1,10,1,43252,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,0,1,6,0,0,2,1,43252,0
0,0,1,0,7,0,0,7,1,17,0
0,0,0,1,7,0,0,1,1,101,0
0,0,1,0,7,12000,0,3,1,11,0
0,0,0,1,7,0,0,3,1,2996,0
0,0,1,1,7,6000,0,1,1,43252,0
0,0,1,0,7,5100,0,7,1,62,0
0,1,1,1,7,0,0,17,1,109,1
0,0,0,1,7,0,0,39,1,12,0
1,0,0,1,7,0,0,7,1,5,0
0,0,0,1,7,0,0,6,1,43252,0
0,0,0,1,4,0,0,1,1,43252,0
0,0,1,1,7,5300,0,45,1,299,0
0,1,1,1,7,12000,0,5,1,63,0
0,0,0,1,7,0,0,3,1,12,0
0,0,0,1,7,0,0,3,1,43252,0
0,0,0,1,7,0,0,2,1,177,0
0,0,1,1,7,22000,0,9,1,17,0
1,0,1,1,7,22000,0,8,1,20,0
0,0,0,1,7,6100,0,4,1,18,0
0,0,0,1,7,8000,0,7,1,43252,0
0,0,1,1,7,0,0,14,1,25,0
0,0,0,1,7,0,0,7,1,21,0
0,0,1,0,7,0,0,2,1,43252,0
0,0,1,0,7,7998,0,1,1,43252,0
0,0,1,0,7,0,0,3,1,73,0
0,0,1,0,7,0,0,18,1,21,0
0,1,0,0,7,0,0,7,1,43252,0
0,0,1,0,7,14500,0,1,1,43252,0
0,0,1,0,7,5065,0,1,1,69,0
0,0,1,0,7,0,0,2,1,360,0
0,0,0,1,7,7000,1,10,1,43252,0
0,0,1,0,7,24000,0,4,1,0,0
0,0,1,1,7,0,0,9,1,34,0
0,0,1,0,7,0,0,1,1,43252,0
0,1,1,1,7,0,0,5,1,332,0
0,0,0,1,7,0,0,4,0,43252,0
0,1,1,1,7,11000,0,4,1,3,0
0,1,1,0,1,0,0,1,1,43252,0
1,0,0,0,7,0,0,1,1,43252,0
0,0,0,1,6,11500,0,1,1,53,0
0,0,0,1,7,0,0,25,1,43252,0
1,0,1,0,7,0,0,4,1,31,0
0,1,1,1,7,0,0,13,1,6,0
0,0,0,1,7,17000,0,2,1,43252,0
0,0,0,1,7,0,1,1,1,43252,0
0,1,0,1,7,12000,0,8,1,43252,0
0,0,1,0,7,0,0,3,1,40,0
0,0,0,1,7,15000,0,2,1,168,0
0,0,0,1,7,0,0,1,1,1778,0
0,0,0,1,7,0,0,7,1,43252,0
0,1,0,0,7,15000,0,5,1,48,0
0,0,1,1,7,0,0,7,1,87,0
0,0,1,1,7,5766,0,6,1,42,0
1,0,0,1,7,0,0,8,1,43252,0
0,0,1,0,7,15200,0,1,1,39,0
0,1,0,1,7,0,0,6,1,27,0
0,0,1,0,7,0,0,12,1,49,0
0,0,1,0,7,10000,0,9,1,18,0
0,0,1,1,7,14500,0,88,1,24,0
0,1,0,1,4,0,0,1,1,43252,0
0,1,0,0,7,15000,0,1,1,123,0
0,0,0,1,4,6510,0,2,1,200,0
0,0,0,1,6,0,0,3,1,56,0
0,0,1,1,7,8500,0,3,1,28,0
0,0,1,0,7,0,0,26,1,10,0
0,1,1,1,7,18800,0,6,1,10,0
0,0,1,1,7,20000,0,64,1,31,0
0,1,1,1,7,17205,0,1,1,13,0
0,0,1,1,7,7500,0,3,1,91,0
0,1,0,1,7,0,0,7,1,43252,0
0,0,0,1,3,0,0,1,1,43252,0
0,0,0,1,1,0,0,1,1,1307,0
0,0,1,1,7,0,0,5,1,6,0
0,0,1,1,7,0,0,16,1,5,0
0,0,1,1,7,0,0,10,1,34,0
0,0,1,0,7,25000,0,2,1,54,0
0,0,1,0,7,12500,0,23,1,31,0
0,1,1,1,4,7000,0,8,1,104,0
0,0,0,1,7,0,0,2,0,43252,0
0,0,0,1,7,0,0,1,0,43252,0
0,0,1,0,7,7440,0,3,1,73,0
0,0,0,1,7,0,0,9,1,119,0
0,0,0,1,7,0,0,9,1,252,0
0,0,0,1,3,0,0,3,1,43252,0
0,1,1,1,7,0,0,8,1,32,0
0,0,0,1,7,0,0,5,1,7,0
0,0,0,1,7,14000,0,0,1,43252,0
0,0,0,1,7,0,0,7,1,62,0
0,1,0,0,7,10000,0,3,1,53,0
0,1,1,1,7,6300,0,13,1,12,0
0,1,1,1,7,651000,0,5,1,1104,0
0,0,1,0,7,8184,0,6,1,25,0
0,0,0,1,6,0,0,1,1,43252,0
0,0,1,0,7,12800,0,4,1,763,0
0,0,0,1,6,0,0,2,1,43252,0
0,0,1,0,7,0,0,8,1,43252,0
1,1,0,1,7,7000,0,2,1,4,0
0,0,0,1,7,0,0,3,1,43252,0
0,0,0,1,3,0,0,1,1,43252,0
0,0,1,0,7,5394,0,12,1,19,0
0,0,1,0,6,0,0,3,1,507,0
0,0,0,1,7,9600,0,6,1,11,0
0,1,0,1,7,0,0,3,1,11,0
0,0,1,0,7,0,0,21,1,24,0
0,0,0,1,7,0,0,13,1,43252,0
0,0,1,0,2,7500,0,1,1,290,0
0,0,0,1,7,15000,0,7,1,53,0
1,0,0,0,7,30000,0,0,1,43252,0
0,1,1,0,7,0,0,6,0,43252,0
0,0,1,1,7,0,0,2,0,43252,0
0,0,1,0,7,0,0,20,1,31,0
0,0,1,1,7,9000,0,6,1,43252,1
0,0,1,0,7,0,0,22,1,42,0
0,1,0,1,6,0,0,1,1,53,0
0,0,1,0,7,5952,0,2,1,43252,0
0,0,1,0,7,0,0,6,1,244,0
0,0,0,1,7,7500,0,5,1,32,0
0,1,0,0,7,8600,0,6,1,5,0
0,1,0,0,7,0,0,1,1,43252,0
0,1,0,0,7,10500,0,4,1,26,0
0,0,0,1,7,15500,0,6,1,17,0
0,0,0,1,7,7500,0,8,1,12,0
0,0,1,0,7,0,0,1,1,95,0
0,0,1,1,7,5394,0,76,1,7,0
0,0,0,1,4,9000,0,1,1,2015,0
0,0,1,0,7,6300,0,25,1,26,0
0,0,1,0,7,6000,0,1,1,43252,0
0,0,1,1,7,0,0,3,1,0,0
0,0,0,1,7,0,0,9,1,26,0
0,0,0,1,3,0,0,1,1,43252,0
0,0,0,1,7,0,0,8,1,258,0
0,0,0,1,7,0,0,1,1,11,0
0,0,0,1,6,5580,0,0,1,278,0
0,1,1,0,7,0,0,18,1,43252,0
0,0,1,1,7,0,0,23,1,18,0
0,0,0,1,7,0,0,3,1,43252,0
0,1,1,1,7,10000,0,9,1,4,0
0,0,0,1,7,0,0,118,1,43252,0
0,0,1,0,7,0,0,7,1,43252,1
0,0,0,1,7,6000,0,5,1,43252,0
0,0,1,0,7,7000,0,2,1,43252,0
0,0,0,1,7,0,0,1,0,43252,0
1,0,0,0,7,0,0,0,1,91,0
0,0,0,1,4,0,0,1,1,43252,0
0,1,1,1,7,0,0,10,1,108,0
0,0,0,1,7,14000,0,3,1,53,0
0,0,0,1,3,0,0,2,1,43252,0
0,1,1,1,7,5000,0,20,1,0,0
0,1,0,1,7,0,0,8,1,2301,0
0,1,0,1,7,0,0,5,1,56,0
0,1,1,1,7,8000,0,62,1,25,0
0,1,1,1,7,0,0,5,1,43252,0
0,0,1,0,7,8500,0,9,1,0,0
0,0,1,0,7,7500,0,3,1,43252,0
0,0,0,1,7,10000,0,6,1,11,0
0,0,0,1,7,8000,0,4,1,43252,0
0,1,1,1,7,0,0,3,1,416,0
0,0,1,1,7,0,0,3,1,11,0
0,0,1,0,7,9100,0,1,1,43252,0
0,0,0,1,7,0,0,17,1,5,0
0,0,0,1,7,0,0,1,1,291,0
0,1,0,1,7,0,0,6,1,780,0
1,0,1,1,7,7300,0,43,1,2153,0
0,0,0,1,1,0,0,2,1,817,1
0,0,0,1,7,0,0,33,1,20,0
0,0,0,1,7,5000,0,2,1,19,0
0,0,0,1,7,5000,0,9,1,43252,0
0,1,0,1,7,0,0,1,0,43252,0
0,0,0,1,7,0,0,2,1,73,0
0,1,0,0,6,7900,0,7,1,108,1
0,0,1,1,7,15000,1,7,1,181,0
0,0,1,0,7,0,0,1,1,43252,1
0,0,1,0,7,0,0,3,1,43252,0
0,0,1,1,7,10000,0,20,1,7,0
0,0,0,1,7,16000,0,1,1,74,0
0,0,0,1,3,11500,0,1,1,43252,0
0,0,0,1,7,0,0,8,1,3,0
0,0,0,1,7,9611,0,1,1,63,0
0,0,1,0,7,9200,0,5,1,43252,0
0,0,1,0,7,26000,0,1,0,43252,0
1,0,0,1,3,0,0,1,1,43252,0
0,0,0,1,7,6000,0,29,1,39,0
0,0,0,1,7,0,0,12,1,34,0
0,0,1,0,7,11200,0,25,1,24,0
0,0,0,1,4,0,0,1,1,1363,0
0,0,0,1,1,0,0,1,1,43252,0
0,0,1,0,7,7000,0,4,1,43252,0
0,0,1,0,7,0,0,34,1,21,0
0,0,1,0,7,0,0,4,1,68,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,1,0,7,0,0,9,1,31,0
0,0,1,1,7,25000,0,19,1,21,0
0,1,0,1,1,6900,0,3,1,43252,0
0,1,1,0,7,0,0,2,1,43252,0
0,0,0,1,7,0,0,3,1,43252,0
0,1,1,1,7,0,0,29,1,11,0
0,1,0,1,1,0,0,1,1,43252,0
0,1,0,0,7,15000,0,10,1,12,0
0,0,1,0,3,0,0,2,0,43252,0
0,0,0,1,1,0,0,1,0,43252,0
0,1,0,1,7,0,0,5,1,43252,0
0,0,1,0,7,10000,0,19,1,5,0
0,0,0,1,7,10000,0,1,1,1165,0
0,0,0,1,2,35000,0,1,0,43252,0
1,0,1,1,7,0,0,4,1,43252,0
0,0,0,1,4,0,0,0,1,43252,0
0,0,1,0,7,0,0,5,1,47,0
0,0,0,1,7,0,0,0,1,43252,0
0,0,0,1,4,0,0,1,1,178,0
0,0,0,1,7,8550,0,4,1,28,0
0,1,0,0,7,0,0,3,1,43252,0
0,1,0,0,7,7000,0,7,1,3,0
0,0,1,1,7,0,0,4,1,43252,0
0,1,0,1,6,0,0,1,1,325,0
0,0,0,1,7,0,0,3,1,43252,0
0,0,0,1,7,11000,0,2,1,43252,0
0,1,1,0,7,0,0,7,1,43252,0
0,0,1,0,7,0,0,13,1,21,0
0,1,0,1,7,0,0,3,1,43252,0
0,1,1,1,7,0,0,59,1,25,0
0,0,1,1,7,0,0,9,1,43252,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,1,0,7,0,0,5,1,43252,0
0,0,0,1,7,0,0,5,1,24,0
0,1,0,0,7,28000,0,1,1,55,0
0,0,0,1,7,9000,0,4,1,179,0
1,0,1,0,1,0,0,9,1,43252,0
0,0,0,1,2,5000,0,2,0,43252,0
0,0,1,0,7,0,0,109,1,26,0
0,0,0,1,7,0,0,2,0,1466,0
0,0,0,1,7,0,0,1,0,0,0
0,0,1,1,7,0,0,7,1,43252,0
0,0,0,1,7,0,0,3,1,858,0
0,1,0,0,7,0,0,3,1,88,0
0,1,0,1,7,30000,0,3,1,7,0
0,0,1,0,7,0,0,6,1,43252,0
0,1,0,1,7,0,0,1,1,43252,0
0,1,0,1,7,35000,0,10,1,12,0
0,0,0,1,3,7500,0,1,1,43252,0
0,0,1,1,7,5394,0,2,0,43252,0
0,0,0,1,1,0,0,0,0,852,0
0,0,1,1,7,0,0,10,1,7,0
0,0,0,1,7,16000,0,6,1,38,0
0,0,1,0,7,10230,0,10,1,32,0
0,0,1,0,7,13000,0,6,1,12,0
0,0,1,1,7,0,0,14,1,0,0
0,0,0,1,7,0,0,2,1,131,0
0,0,0,1,7,9300,0,5,1,31,0
0,0,0,1,7,0,0,1,1,1074,0
0,0,0,1,7,0,0,4,1,43252,0
1,0,0,0,7,0,0,0,1,43252,0
0,1,0,1,7,15500,0,12,1,0,0
0,0,1,0,7,7000,0,2,1,43252,0
0,0,1,0,7,0,0,4,1,43252,0
0,1,0,0,6,0,0,1,1,43252,0
1,1,1,1,7,0,0,3,1,43252,0
0,0,1,0,7,17000,0,2,1,244,0
0,0,0,1,7,7000,0,2,1,43252,0
0,0,0,1,7,0,0,1,1,277,0
0,0,0,1,7,7500,0,1,1,669,0
0,0,1,0,7,6200,0,11,1,43252,0
0,0,1,0,7,0,0,1,1,70,0
0,1,1,1,2,13000,0,1,1,43252,0
0,0,1,1,7,0,0,3,1,43252,0
0,0,0,1,7,0,0,3,1,228,0
0,0,1,0,7,0,0,3,1,1349,0
0,0,0,1,7,0,0,4,1,1525,0
1,0,0,1,3,0,0,1,1,43252,0
0,0,1,1,7,0,0,3,1,43252,0
0,0,0,1,3,0,0,1,0,43252,0
0,0,1,1,7,0,0,10,1,132,0
0,0,0,1,7,0,0,2,1,259,0
0,1,1,1,7,0,0,5,1,4,0
0,0,1,0,7,0,0,3,1,381,0
0,0,0,1,3,0,0,1,0,43252,0
0,0,0,1,7,0,0,9,1,0,0
0,0,1,0,7,0,0,3,1,33,0
0,0,1,0,7,0,0,7,1,7,0
0,0,0,1,7,0,0,9,1,374,0
0,0,0,1,7,0,0,11,1,68,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,0,1,6,18200,0,1,1,77,0
0,0,0,1,7,0,0,2,0,43252,0
0,0,0,1,7,0,0,3,1,43252,0
0,0,1,1,7,12500,0,18,1,13,0
0,0,0,1,7,0,0,35,1,7,0
0,0,0,1,7,15000,0,26,1,17,0
0,1,1,0,7,0,0,30,1,21,0
0,0,0,1,4,8300,0,2,1,1746,1
0,1,0,1,3,0,0,3,1,43252,0
0,0,0,1,7,5022,0,9,1,42,0
0,0,1,0,7,0,0,3,1,11,0
0,1,1,1,7,17484,0,32,1,11,0
0,0,0,1,7,6138,0,36,1,83,0
0,0,1,1,7,0,0,6,1,43252,0
0,0,1,0,7,7000,0,1,1,43252,0
0,0,1,0,7,0,0,17,1,75,0
0,0,1,1,7,5394,0,7,1,167,0
0,0,0,1,6,7500,0,1,1,1561,0
0,0,1,1,7,12100,0,22,1,7,0
0,0,0,1,7,0,0,20,1,43252,0
0,1,0,1,7,5580,0,3,1,152,0
1,0,1,0,7,0,1,7,1,5,0
0,0,0,1,6,0,0,4,1,43252,0
0,0,1,1,7,0,0,23,1,38,0
0,0,0,1,3,0,0,1,1,1939,0
0,0,0,1,7,8900,0,2,1,77,0
0,1,0,0,7,0,0,2,1,2992,0
0,0,0,1,7,0,0,2,1,43252,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,1,0,7,0,0,6,1,43252,0
0,0,0,1,7,0,0,0,1,48,0
0,0,1,0,7,5580,0,9,1,12,0
1,0,0,1,5,12000,0,7,1,1693,0
0,0,1,1,7,15000,0,19,1,33,0
0,0,0,1,7,7440,0,2,1,43252,0
0,0,1,0,7,12200,0,13,1,4,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,1,1,1,0,0,3,1,564,0
0,0,0,1,7,0,0,5,1,52,0
0,0,1,1,7,0,0,5,1,43252,0
0,0,0,1,4,0,0,1,1,636,0
0,0,1,0,7,0,0,5,1,43252,0
0,0,0,1,7,0,0,10,1,74,1
0,0,1,0,7,8500,0,4,1,43252,0
0,1,1,0,7,15350,0,4,1,7,0
0,0,1,1,7,0,0,4,1,89,0
0,0,0,1,1,0,0,1,1,43252,0
0,0,0,1,7,0,0,1,1,43252,0
0,1,1,1,7,0,0,6,1,43252,0
0,0,1,0,7,0,0,2,1,32,0
0,0,0,1,7,19000,0,4,1,31,0
0,0,0,1,7,5000,0,1,0,60,0
0,1,1,1,7,30000,0,14,1,49,0
0,0,1,0,7,8000,0,1,1,707,0
0,0,1,0,7,0,0,1,0,43252,0
0,0,0,1,7,0,0,3,1,2627,0
0,0,0,1,7,0,0,1,1,444,0
0,0,0,1,6,0,0,1,1,43252,0
0,0,0,1,7,10000,0,2,1,43252,0
0,0,1,0,7,8000,0,5,1,20,0
0,1,1,0,7,0,1,2,0,43252,0
0,1,0,1,7,0,0,0,1,0,0
0,0,0,1,7,5500,0,1,1,35,0
0,0,1,1,7,0,0,14,1,11,0
0,1,0,0,2,0,0,2,1,43252,0
0,0,0,1,7,0,0,2,1,43252,0
0,0,0,1,3,0,0,0,0,43252,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,1,0,7,0,0,1,1,43252,0
0,0,0,1,7,0,0,3,1,96,0
0,0,0,1,7,0,0,19,1,385,0
0,0,0,1,3,0,0,1,0,43252,0
0,0,1,1,7,11000,0,4,1,11,1
0,0,1,0,7,7000,0,3,1,1176,0
0,0,1,0,7,0,0,4,1,43252,0
0,0,0,1,7,0,0,12,1,199,0
0,0,0,1,4,0,0,1,1,43252,0
0,0,0,1,7,0,0,4,1,66,0
0,1,1,1,7,8000,0,367,1,4,0
0,0,1,0,7,7700,0,4,1,11,0
0,0,0,1,4,0,0,1,0,43252,0
0,0,1,0,7,8300,0,1,1,43252,0
1,0,0,0,1,7000,0,0,0,43252,0
0,1,0,0,7,0,0,2,1,524,0
0,1,1,1,7,9000,1,1,1,43252,0
0,0,0,1,2,0,0,2,1,699,0
0,0,0,1,7,13000,0,4,1,88,0
0,0,0,1,7,5394,0,1,1,43252,0
0,0,0,1,7,9500,0,2,1,43252,0
0,0,0,1,7,7000,0,8,1,328,0
0,0,1,0,7,0,0,1,1,115,0
0,0,1,1,7,0,0,254,1,0,0
0,0,0,1,7,10200,0,2,1,145,0
0,0,1,0,7,0,0,4,1,5,0
0,1,0,0,7,15000,0,8,1,27,0
1,0,0,0,3,0,0,0,1,43252,0
0,0,1,0,7,0,0,3,0,43252,0
0,0,1,0,7,10000,0,6,1,43252,0
1,0,0,1,7,10000,0,2,1,43252,0
0,0,0,1,7,0,0,4,1,43252,0
0,0,1,1,7,0,0,7,1,20,0
0,0,0,1,7,0,0,2,1,679,0
0,1,0,1,7,0,0,3,1,43252,0
0,0,0,1,1,0,0,5,1,1384,0
0,0,1,1,7,0,0,7,1,43252,0
0,0,0,1,7,8000,0,8,1,24,0
0,1,0,1,7,0,0,5,1,2196,0
0,1,1,1,7,0,0,7,1,24,0
0,0,1,0,7,0,0,9,1,20,0
0,0,1,0,7,10000,0,14,1,34,0
0,0,1,1,7,10750,0,4,1,32,0
0,0,0,1,3,0,0,2,1,43252,0
0,0,1,1,7,0,0,2,1,97,0
0,0,1,1,4,0,0,3,1,151,0
0,0,0,1,7,0,0,1,1,367,0
0,0,0,1,7,14000,0,15,1,20,0
0,0,0,1,7,5300,0,4,1,56,0
0,0,0,1,7,7000,0,2,1,181,0
0,0,0,1,3,0,0,1,1,1860,0
0,0,0,1,7,0,0,25,1,32,0
0,0,0,1,7,0,0,6,1,43252,0
0,0,0,1,4,0,0,2,1,117,0
0,0,1,0,5,6500,0,1,1,130,0
0,0,0,1,7,7000,0,2,1,1757,0
0,1,1,1,7,7600,0,19,1,503,0
0,0,0,1,7,0,0,4,0,277,0
1,1,1,1,7,9000,0,3,1,43252,0
0,0,1,0,7,0,0,12,1,26,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,0,1,7,6000,0,1,1,54,0
0,0,1,0,7,0,0,6,1,88,0
0,1,0,1,7,0,0,2,1,6,0
0,1,0,1,7,7000,0,12,1,13,0
0,0,1,0,7,0,0,2,1,43252,0
0,0,0,1,1,5000,0,1,1,469,0
0,0,0,1,7,0,0,1,1,763,0
0,0,1,0,7,8500,0,8,1,466,0
0,1,1,1,7,0,0,8,1,0,0
0,1,1,1,7,0,0,13,1,1481,0
0,0,0,1,7,0,0,2,1,17,0
0,0,0,1,1,0,0,0,1,43252,0
0,0,0,1,7,5500,0,3,1,1204,0
0,0,0,1,1,0,0,1,0,43252,0
0,0,1,0,7,20000,0,7,1,23,0
0,0,0,1,7,0,0,1,1,43252,0
0,0,1,0,7,0,0,3,0,43252,0
0,0,1,0,4,5500,0,1,1,43252,0
0,1,0,1,7,0,0,4,1,0,0
0,0,0,1,7,0,0,2,1,43252,0
1,0,0,1,1,6510,0,1,0,43252,0
0,0,0,1,1,0,0,1,1,1776,0
0,0,0,1,3,0,0,1,0,43252,0
1,0,1,0,7,0,0,1,1,7,0
0,0,0,1,7,0,0,3,1,10,0
1,0,0,1,1,0,0,2,1,0,0
0,0,1,1,7,0,0,9,1,43252,0
0,0,0,1,7,5580,0,2,1,43252,0
0,0,0,1,7,0,0,1,1,43252,0
0,1,1,0,7,0,0,4,1,43252,0
0,1,1,1,7,0,0,8,1,17,0
0,0,1,0,7,0,0,1,0,43252,0
0,1,1,1,7,0,0,4,1,43252,0
0,0,0,1,7,0,1,3,1,43252,0
0,0,0,1,3,0,0,1,0,43252,0
0,0,1,0,7,0,0,11,1,425,0
0,0,0,1,2,0,0,4,1,43252,0
0,0,0,1,7,11000,0,5,1,26,0
0,0,0,1,7,0,0,0,1,43252,0
0,1,1,1,7,10000,0,5,1,12,0
0,0,0,1,7,0,0,1,0,43252,0
0,0,1,1,7,6000,0,1,1,43252,0
0,0,1,0,7,0,0,24,1,31,0
0,0,1,0,7,9000,0,7,1,39,0
0,1,1,0,7,0,0,9,1,47,0
0,0,0,1,7,0,0,7,1,43252,0
0,0,1,0,7,9000,0,3,1,47,0
0,0,0,1,7,0,0,15,1,17,0
0,0,0,1,7,0,0,33,1,112,0
0,0,1,0,7,13020,0,1,1,43252,0
0,0,1,1,7,0,0,12,1,53,0
0,0,1,1,7,15000,0,10,1,11,0
0,0,0,1,7,5000,0,6,1,0,0
0,1,1,1,7,9000,0,8,1,24,0
0,0,0,1,7,0,0,23,1,43252,0
0,0,0,1,7,8500,0,30,1,2170,0
0,0,0,1,7,7440,0,7,1,26,0
0,0,1,1,7,0,0,13,1,2019,0
0,0,1,0,3,0,0,3,1,43252,0
0,0,0,1,7,0,0,2,1,42,0
0,0,1,0,7,0,0,1,1,48,0
0,0,1,0,7,0,0,14,1,32,0
0,0,0,1,7,5500,0,0,1,43252,0
0,0,1,0,7,7000,0,3,1,38,0
0,0,1,1,7,8900,0,21,1,35,0
0,0,0,1,7,55800,0,2,1,34,0
0,0,1,1,7,6000,0,5,1,6,0
0,0,0,1,7,0,0,4,1,47,0
0,0,0,1,5,0,0,1,1,43252,0
0,0,1,0,7,0,0,9,1,6,0
0,1,0,1,2,7400,0,5,1,43252,0
0,0,0,1,7,0,0,11,1,18,0
0,1,0,0,7,0,0,2,1,43252,0
0,0,0,1,7,0,0,2,1,43252,0
0,0,0,1,7,5300,0,2,1,67,0
0,0,0,1,7,0,0,9,1,1670,0
0,0,0,1,4,0,0,1,1,161,0
0,1,1,1,7,8000,0,37,1,4,0
1,0,1,0,7,0,0,3,1,43252,0
0,0,1,1,7,0,0,10,1,43252,0
0,0,0,1,7,0,0,2,1,1186,0
0,0,1,0,7,0,0,8,1,817,0
0,0,1,1,7,0,0,9,1,297,0
0,0,0,1,7,8500,0,4,1,43252,0
0,0,0,1,7,0,0,6,1,43252,0
0,0,1,1,7,0,0,1,1,43252,0
0,0,0,1,7,0,0,26,1,32,0
0,0,0,1,7,7000,0,11,1,13,0
0,0,0,1,7,0,0,12,1,32,0
0,0,0,1,7,0,0,6,1,300,0
0,0,1,0,7,0,0,2,1,11,0
0,1,0,0,7,50000,0,10,1,21,0
0,0,0,1,7,0,0,5,1,43252,0
0,0,0,1,7,0,0,1,1,62,0
0,1,0,0,1,0,0,1,1,717,0
0,0,0,1,7,651000,0,11,1,19,0
0,0,0,1,3,0,0,1,1,43252,0
0,0,1,1,7,12700,0,2,1,43252,0
0,0,0,1,7,19000,0,3,1,28,0
0,0,1,0,7,0,0,23,1,38,0
0,1,1,1,7,0,0,19,1,0,0
0,0,0,1,7,29000,0,2,1,80,0
0,0,0,1,7,0,0,2,1,43252,0
0,1,1,0,7,0,0,16,1,43252,0
0,0,0,1,3,0,0,4,0,43252,0
0,0,1,1,7,10000,0,6,1,39,0
0,0,1,1,7,9000,0,18,1,53,0
0,1,1,0,7,0,0,19,1,35,0
0,0,0,1,3,10000,0,0,0,43252,0
0,0,0,1,7,0,0,2,1,43252,0
0,0,1,1,7,6324,0,8,1,0,0
1,0,1,1,7,0,0,7,1,43252,0
0,0,0,1,1,0,0,1,1,43252,0
0,1,1,0,7,12000,0,27,1,182,0
0,0,0,1,7,8000,0,4,1,43252,0
0,0,1,0,7,0,0,6,1,18,0
0,0,0,1,7,0,0,13,1,43252,0
0,0,0,1,7,12000,0,1,0,43252,0
0,0,1,1,7,0,0,9,1,19,0
0,0,0,1,7,0,0,3,1,0,0
0,0,1,1,7,8300,0,4,1,6,0
0,0,0,1,4,0,0,2,1,265,0
0,0,1,0,7,6000,0,4,1,77,0
0,0,1,1,7,5000,0,22,1,528,0
0,0,1,1,7,22000,0,5,1,98,0
0,0,0,1,7,0,0,1,0,43252,0
0,1,1,0,7,0,0,3,1,6,0
0,0,0,1,7,0,0,2,1,19,0
0,0,0,1,3,0,0,2,0,43252,0
0,0,1,0,7,6696,0,2,1,109,0
0,0,1,1,7,14000,0,17,1,4,0
0,0,0,1,7,0,0,9,1,43252,0
0,0,0,1,7,0,0,4,1,345,0
0,0,0,1,7,0,0,3,1,43252,0
0,0,0,1,6,7500,0,1,1,244,0
0,0,1,0,7,0,0,2,1,472,0
0,0,1,1,7,0,0,9,1,32,0
0,0,1,1,7,0,0,157,1,0,0
0,0,1,1,7,0,0,5,1,306,0
0,1,0,1,7,39060,0,0,1,0,0
1,1,1,1,1,0,0,2,1,1173,0
0,1,1,1,7,0,0,47,1,19,0
1,0,0,0,1,0,0,0,1,43252,0
0,0,1,0,7,15500,0,20,1,13,0
0,0,0,1,7,27000,0,4,1,3,0
0,0,1,0,7,12500,0,2,1,1435,0
0,0,0,1,1,0,0,1,1,43252,0
0,0,1,0,7,0,0,7,1,43252,0
0,0,1,1,7,0,0,21,1,32,0
0,0,1,1,7,0,0,7,1,440,0
0,1,0,1,6,0,0,4,1,34,0
0,1,1,1,7,7068,0,8,1,43252,0
0,0,1,1,7,5394,0,31,1,207,0
0,0,0,1,4,8300,0,0,1,861,0
0,0,0,1,7,0,0,1,1,769,0
0,0,0,1,7,5022,0,1,0,43252,0
0,0,1,1,7,0,1,6,1,43252,0
0,1,0,0,7,0,0,2,1,43252,0
0,0,1,0,7,9000,0,7,1,185,0
0,0,0,1,7,15000,0,19,1,12,0
0,0,1,1,7,0,0,3,1,672,0
0,1,0,1,7,0,0,5,1,95,0
0,0,0,1,7,0,0,8,1,43252,0
0,0,0,1,7,0,0,1,0,43252,0
0,1,1,1,7,5580,0,100,1,17,0
0,0,1,0,7,0,0,4,1,25,0
0,0,0,1,4,10000,0,3,1,2047,0
0,0,0,1,7,0,0,3,1,406,0
0,0,1,0,7,6500,0,2,1,4,0
0,1,0,1,7,5500,0,8,1,43252,0
0,0,1,1,7,0,0,1,1,43252,0
0,0,0,1,6,6510,0,2,1,229,0
0,0,0,1,7,6000,0,4,1,32,0
0,1,1,0,7,6000,0,17,1,43252,1
1,1,0,0,1,0,0,1,1,0,0
0,0,1,0,7,0,0,4,1,237,1
0,0,0,1,7,6000,0,1,1,731,0
0,0,1,0,7,15000,0,4,1,38,0
0,1,1,1,7,0,0,12,1,32,0
0,0,1,0,7,0,0,3,1,43252,0
0,0,0,1,7,0,0,1,1,1095,0
0,0,1,1,7,0,0,14,1,43252,0
0,0,0,1,2,0,0,2,1,460,0
0,0,1,0,7,0,0,5,0,43252,0
0,0,1,1,7,0,0,3,1,2069,0
